;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2876;368188;210051114542;M;3;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;368.5;423.7;456.6;398.9;1;1.0;100.0;80.0;60.0;80.0;0.0;320.0;D;E;B;B;3.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2878;368260;210051702202;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;604.3;635.6;617.7;721.6;1;1.0;140.0;200.0;140.0;200.0;140.0;820.0;C;E;C;B;4.0;C;A;B;B;B;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
2879;368338;210051656842;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;380.2;387.6;456.7;491.9;1;1.0;120.0;160.0;120.0;140.0;80.0;620.0;G;D;E;A;4.0;B;A;B;D;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;B
2880;368429;210051216337;F;1;2;0;3;1.0;0;2108207.0;Pedreiras;MA;4.0;1.0;1.0;Pedreiras;21;1;1;1;1;431.4;566.4;494.6;522.5;1;1.0;160.0;200.0;160.0;180.0;200.0;900.0;F;E;E;D;3.0;D;A;C;C;B;C;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2881;368436;210052016405;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;490.4;548.4;476.4;511.0;0;1.0;120.0;180.0;120.0;120.0;140.0;680.0;E;E;D;C;5.0;C;A;B;B;B;A;B;A;A;A;A;A;A;B;A;B;B;A;A;B
2883;368511;210052638809;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Amarante do MaranhÃ£o;21;1;1;1;1;471.8;408.3;480.6;444.0;1;1.0;120.0;120.0;80.0;100.0;120.0;540.0;C;G;A;D;6.0;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2884;368602;210053030510;M;4;2;0;2;1.0;0;2112803.0;Viana;MA;2.0;1.0;1.0;Viana;21;1;1;1;1;424.3;482.6;441.1;404.5;1;1.0;100.0;120.0;80.0;100.0;160.0;560.0;E;D;C;B;4.0;B;A;B;D;A;B;B;B;B;A;A;A;A;B;A;B;D;A;A;B
2886;369122;210051919587;F;3;2;0;2;1.0;0;2112704.0;Vargem Grande;MA;2.0;1.0;1.0;Vargem Grande;21;1;1;1;1;514.8;528.9;549.4;521.4;0;1.0;120.0;180.0;160.0;160.0;120.0;740.0;H;H;A;A;4.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2888;369384;210053977856;M;2;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;586.5;516.8;519.6;614.7;1;1.0;120.0;120.0;120.0;120.0;140.0;620.0;E;D;D;B;3.0;D;A;C;C;B;B;B;B;B;A;A;A;A;C;A;A;D;A;A;B
2889;369431;210053422651;M;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;543.8;409.9;536.8;548.0;1;1.0;120.0;200.0;120.0;120.0;160.0;720.0;E;E;C;B;4.0;E;A;C;C;B;A;B;A;B;A;B;A;A;B;B;B;E;A;A;B
2890;369451;210051345342;F;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;2.0;1.0;1.0;CodÃ³;21;1;1;1;1;463.1;534.5;532.7;488.4;0;1.0;140.0;200.0;160.0;140.0;100.0;740.0;E;F;C;D;4.0;F;A;B;C;A;C;B;A;B;A;A;A;A;B;B;A;D;A;B;B
2891;369502;210051941258;F;2;2;0;2;1.0;0;2101202.0;Bacabal;MA;1.0;1.0;1.0;Bacabal;21;1;1;1;1;455.8;565.6;606.2;577.8;0;1.0;160.0;200.0;160.0;140.0;140.0;800.0;E;G;D;D;4.0;J;D;D;D;C;A;C;A;A;A;A;A;A;C;A;B;E;A;B;B
2893;370326;210053544230;F;3;2;0;2;1.0;0;2100808.0;Anapurus;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;402.2;432.7;455.6;381.5;0;1.0;120.0;120.0;120.0;140.0;100.0;600.0;C;C;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2894;370419;210052095749;F;3;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;432.7;463.5;459.5;541.9;0;1.0;120.0;120.0;140.0;120.0;200.0;700.0;D;D;C;B;4.0;D;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2897;370465;210052237428;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;513.9;588.6;540.3;679.1;0;1.0;160.0;200.0;180.0;200.0;140.0;880.0;E;D;B;B;3.0;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2898;370637;210054414287;F;3;2;0;2;1.0;0;2102036.0;Bom Jesus das Selvas;MA;2.0;1.0;1.0;Buriticupu;21;1;1;1;1;402.0;511.8;514.9;399.8;0;1.0;140.0;180.0;120.0;120.0;120.0;680.0;G;G;D;D;4.0;M;D;D;D;B;B;B;B;A;A;A;A;A;D;B;B;E;A;C;B
2899;371834;210053090908;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;486.3;468.9;438.2;467.7;1;1.0;120.0;120.0;100.0;140.0;120.0;600.0;C;E;F;B;5.0;B;A;C;D;A;B;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2900;371973;210053293180;M;3;2;0;2;1.0;0;2105427.0;Itinga do MaranhÃ£o;MA;2.0;1.0;1.0;Itinga do MaranhÃ£o;21;1;1;1;1;449.8;573.5;523.0;491.7;0;1.0;120.0;120.0;120.0;120.0;140.0;620.0;E;D;C;B;6.0;E;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2901;372153;210052853147;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;473.1;395.1;444.2;493.1;0;1.0;100.0;120.0;120.0;100.0;40.0;480.0;C;C;C;B;6.0;D;A;B;D;A;A;B;B;A;A;A;A;A;C;A;A;D;A;A;B
2903;372581;210052789384;M;1;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;4.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;506.1;618.6;522.3;623.6;1;1.0;120.0;160.0;120.0;140.0;160.0;700.0;F;E;D;F;3.0;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2904;372619;210054213959;F;3;2;0;2;1.0;0;2102309.0;Buriti Bravo;MA;2.0;1.0;1.0;Buriti Bravo;21;1;1;1;1;363.8;372.8;311.0;393.6;0;1.0;80.0;120.0;80.0;80.0;80.0;440.0;C;C;A;A;6.0;A;A;B;D;A;B;B;A;A;A;A;A;A;B;B;A;B;A;A;B
2905;372637;210052665187;M;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;JoÃ£o Lisboa;21;1;1;1;1;351.6;553.4;477.4;442.7;1;1.0;120.0;120.0;120.0;120.0;160.0;640.0;H;E;F;D;3.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2907;372969;210053329805;M;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;416.0;485.4;453.7;412.2;1;1.0;120.0;200.0;140.0;160.0;160.0;780.0;D;D;B;C;4.0;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2908;373063;210052148025;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;356.5;424.2;374.9;360.5;0;1.0;120.0;100.0;120.0;120.0;80.0;540.0;E;E;B;B;3.0;A;A;B;D;A;A;B;A;A;A;A;A;A;A;A;B;B;A;A;B
2909;373076;210053676232;F;3;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;2.0;4.0;TutÃ³ia;21;1;1;1;1;505.9;478.1;514.8;428.0;1;1.0;160.0;200.0;160.0;180.0;200.0;900.0;G;F;D;D;3.0;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2910;373173;210051638606;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;449.1;535.9;519.9;630.8;1;1.0;140.0;200.0;160.0;200.0;200.0;900.0;H;C;F;B;3.0;A;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
2911;373329;210051323155;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;385.6;540.7;518.4;544.3;0;1.0;120.0;180.0;140.0;120.0;60.0;620.0;F;B;E;D;2.0;B;A;B;B;B;A;B;A;A;A;A;A;A;A;A;A;C;A;B;B
2912;373353;210053981759;M;2;2;0;3;1.0;0;2105708.0;Lago da Pedra;MA;4.0;1.0;1.0;Lago da Pedra;21;1;1;1;1;606.4;635.8;618.8;676.7;0;1.0;180.0;200.0;200.0;200.0;200.0;980.0;A;C;C;A;3.0;C;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2913;373405;210052663677;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;361.1;494.0;473.5;438.6;0;1.0;120.0;200.0;100.0;140.0;180.0;740.0;F;G;D;D;4.0;F;A;C;C;B;A;B;A;B;A;B;A;B;B;A;B;D;A;B;B
2914;373785;210053037720;M;3;2;0;2;1.0;0;2101004.0;Arari;MA;2.0;1.0;1.0;Arari;21;1;1;1;1;419.8;490.0;368.0;461.3;0;1.0;120.0;100.0;80.0;80.0;0.0;380.0;B;C;A;A;5.0;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2915;373973;210052384989;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;485.9;538.1;515.5;480.2;0;1.0;140.0;200.0;120.0;140.0;140.0;740.0;H;E;C;B;5.0;B;A;C;C;A;A;B;A;A;A;A;A;A;A;A;A;E;A;A;B
2916;374148;210051895733;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;ZÃ© Doca;21;1;1;1;1;496.3;579.6;561.9;679.5;1;1.0;160.0;180.0;160.0;160.0;140.0;800.0;E;F;D;D;3.0;M;D;E;E;B;A;B;B;B;A;B;A;A;D;A;B;D;A;A;B
2917;374153;210052748323;F;2;2;0;2;1.0;0;2104503.0;Governador Archer;MA;2.0;1.0;1.0;Dom Pedro;21;1;1;1;1;394.4;440.6;463.1;506.2;0;1.0;120.0;100.0;100.0;120.0;0.0;440.0;B;B;A;A;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2918;374289;210053557616;M;3;2;0;2;1.0;0;2102325.0;Buriticupu;MA;1.0;1.0;1.0;Buriticupu;21;1;1;1;1;439.2;381.6;353.6;502.1;0;1.0;80.0;120.0;100.0;120.0;0.0;420.0;A;A;A;A;4.0;B;A;B;E;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2919;374389;210052966281;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;504.2;459.0;484.1;486.1;0;1.0;100.0;120.0;80.0;120.0;80.0;500.0;D;C;A;A;6.0;B;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2920;374981;210052264360;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;457.5;410.5;510.8;522.4;0;1.0;140.0;180.0;140.0;140.0;60.0;660.0;E;D;C;D;4.0;F;A;C;D;B;B;B;A;A;A;A;A;A;B;A;A;E;A;B;B
2921;375151;210053729412;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;639.9;616.7;407.7;667.0;0;1.0;160.0;200.0;160.0;200.0;180.0;900.0;D;E;D;D;5.0;C;A;C;C;A;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2922;375429;210053760043;M;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;429.5;563.3;538.7;656.4;1;1.0;180.0;200.0;180.0;200.0;200.0;960.0;E;E;B;B;4.0;D;A;B;C;B;A;B;B;A;A;A;A;A;B;A;B;E;A;C;B
2923;375443;210051496151;F;2;2;0;3;1.0;0;2101202.0;Bacabal;MA;4.0;1.0;1.0;Bacabal;21;1;1;1;1;477.9;590.5;563.0;639.4;0;1.0;160.0;180.0;140.0;140.0;140.0;760.0;F;F;E;F;4.0;I;A;E;E;B;A;B;C;B;B;B;A;B;D;A;A;E;A;C;B
2924;375520;210053331160;M;3;2;0;2;1.0;0;2100907.0;Araioses;MA;1.0;1.0;1.0;Araioses;21;1;1;1;1;455.3;467.4;464.1;431.9;0;1.0;120.0;160.0;120.0;120.0;80.0;600.0;H;D;A;A;5.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2925;375563;210053328957;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;578.8;552.9;494.8;516.1;1;4.0;0.0;0.0;0.0;0.0;0.0;0.0;B;E;C;B;3.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2926;375639;210053096346;F;2;2;0;2;1.0;0;2105906.0;Lago Verde;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;486.3;403.7;349.1;466.8;0;1.0;100.0;120.0;100.0;120.0;120.0;560.0;H;H;A;A;4.0;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2927;375674;210051611991;M;2;2;0;2;1.0;0;2108603.0;Pinheiro;MA;4.0;1.0;1.0;Pinheiro;21;1;1;1;1;532.2;586.2;540.9;663.6;1;1.0;140.0;200.0;140.0;140.0;100.0;720.0;E;F;D;D;4.0;F;A;C;D;A;B;A;A;A;A;A;A;A;B;A;A;D;A;B;B
2928;375741;210054218831;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;442.2;374.9;417.2;555.5;0;1.0;100.0;120.0;120.0;120.0;160.0;620.0;E;E;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B
2929;376071;210051874424;F;2;2;0;2;1.0;0;2108504.0;PindarÃ©-Mirim;MA;2.0;1.0;1.0;PindarÃ©-Mirim;21;1;1;1;1;589.5;532.8;589.4;637.6;0;1.0;140.0;160.0;120.0;160.0;180.0;760.0;E;E;A;A;4.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2930;376144;210051222105;F;1;2;0;2;1.0;0;2108504.0;PindarÃ©-Mirim;MA;2.0;1.0;1.0;Santa Luzia;21;1;1;1;1;512.8;687.0;600.1;582.0;0;1.0;160.0;200.0;180.0;180.0;200.0;920.0;E;H;D;D;5.0;E;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;A;A;A;B
2931;376168;210054411785;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;493.3;595.0;561.7;530.1;0;1.0;160.0;200.0;200.0;200.0;180.0;940.0;F;G;D;E;6.0;J;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2933;376762;210052100279;F;3;2;0;2;1.0;0;2109007.0;Porto Franco;MA;2.0;1.0;2.0;Porto Franco;21;1;1;1;1;351.9;404.3;461.3;429.7;0;1.0;120.0;120.0;80.0;120.0;100.0;540.0;E;E;A;B;5.0;C;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2934;376918;210052914638;F;3;2;0;3;1.0;0;2101400.0;Balsas;MA;4.0;1.0;1.0;Balsas;21;1;1;1;1;532.8;570.7;587.2;616.5;0;1.0;140.0;120.0;120.0;120.0;120.0;620.0;F;G;D;D;7.0;I;B;C;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2935;377097;210052114094;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;452.3;559.0;553.4;568.4;0;1.0;120.0;180.0;100.0;160.0;160.0;720.0;E;E;D;D;4.0;G;D;D;D;C;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2936;377108;210052037235;F;3;2;0;2;1.0;0;2105708.0;Lago da Pedra;MA;2.0;1.0;1.0;Lago da Pedra;21;1;1;1;1;455.4;369.3;442.2;517.5;0;1.0;120.0;160.0;120.0;140.0;120.0;660.0;C;D;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2937;377131;210052020225;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;598.8;644.4;587.8;672.3;0;1.0;160.0;200.0;160.0;200.0;200.0;920.0;G;G;E;D;4.0;N;C;C;D;C;A;B;B;B;B;B;A;A;C;A;B;E;A;C;B
2938;377458;210052255715;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;446.6;483.2;348.1;367.9;0;1.0;100.0;180.0;120.0;120.0;100.0;620.0;D;E;B;B;4.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;A
2941;377954;210052570561;F;2;2;0;2;1.0;0;2111409.0;SÃ£o LuÃ­s Gonzaga do MaranhÃ£o;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;394.9;352.5;407.3;366.8;0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;E;E;A;B;6.0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2942;378124;210051133055;F;3;2;0;2;1.0;0;2112100.0;Timbiras;MA;2.0;1.0;1.0;Timbiras;21;1;1;1;1;560.0;447.0;454.8;447.7;0;1.0;80.0;200.0;120.0;140.0;120.0;660.0;D;D;A;A;2.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2943;378130;210051164498;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;443.6;474.2;495.0;379.6;1;1.0;140.0;160.0;120.0;140.0;40.0;600.0;B;C;C;B;4.0;C;A;C;D;B;B;B;A;B;B;B;A;A;D;B;B;D;A;B;B
2944;378203;210053428165;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;559.1;508.8;536.5;573.9;0;1.0;160.0;180.0;160.0;180.0;200.0;880.0;E;D;C;D;4.0;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2945;378385;210051229092;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;486.5;534.7;543.4;668.2;0;1.0;120.0;120.0;120.0;120.0;160.0;640.0;F;G;D;D;3.0;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;B;B;B;B
2948;378740;210053308122;F;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;1.0;1.0;1.0;Pedreiras;21;1;1;1;1;491.8;600.5;566.1;663.0;0;1.0;160.0;200.0;140.0;200.0;200.0;900.0;B;E;A;A;5.0;F;A;C;E;A;A;A;B;B;A;A;A;A;B;B;A;C;A;A;B
2950;379520;210053988730;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;463.7;499.4;407.4;580.4;0;1.0;140.0;120.0;120.0;120.0;120.0;620.0;D;D;C;B;10.0;B;A;D;D;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;A
2951;379660;210053778025;F;3;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;1.0;1.0;TutÃ³ia;21;1;1;1;1;428.0;555.8;500.2;484.3;0;1.0;140.0;180.0;120.0;120.0;140.0;700.0;B;C;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2952;379928;210053112930;M;3;2;0;2;1.0;0;2112803.0;Viana;MA;2.0;1.0;1.0;Viana;21;1;1;1;1;478.7;418.7;373.9;417.4;0;1.0;120.0;120.0;120.0;120.0;40.0;520.0;B;C;F;A;7.0;B;A;B;D;A;B;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2953;380015;210053706915;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;485.6;505.7;405.4;398.7;1;1.0;120.0;120.0;100.0;140.0;80.0;560.0;E;C;B;B;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2955;380117;210053982657;F;1;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;445.0;504.7;410.2;478.5;0;1.0;80.0;120.0;120.0;120.0;0.0;440.0;E;D;C;A;3.0;B;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;B;A;A;B
2956;380472;210052836779;M;0;2;0;2;1.0;0;2110500.0;SÃ£o Bento;MA;2.0;1.0;1.0;SÃ£o Bento;21;1;1;1;1;512.5;635.3;594.4;602.8;1;1.0;140.0;200.0;140.0;160.0;200.0;840.0;B;E;D;D;5.0;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2957;380564;210054170183;M;1;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;485.7;614.7;516.9;574.4;0;1.0;120.0;200.0;140.0;140.0;160.0;760.0;D;E;D;B;4.0;F;A;C;D;A;C;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2958;380831;210052985122;F;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;594.7;542.9;540.0;653.0;0;1.0;140.0;200.0;200.0;200.0;180.0;920.0;G;F;D;D;4.0;B;A;B;E;A;B;B;B;B;A;A;A;A;C;A;A;E;A;A;B
2960;380962;210052399051;M;3;2;0;2;1.0;0;2109106.0;Presidente Dutra;MA;2.0;2.0;4.0;Presidente Dutra;21;1;1;1;1;417.4;443.3;421.8;445.2;1;1.0;100.0;100.0;100.0;100.0;40.0;440.0;B;D;C;B;4.0;B;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2961;380975;210052879602;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;406.0;593.8;518.6;407.9;1;1.0;120.0;140.0;120.0;120.0;140.0;640.0;E;E;F;B;3.0;B;A;A;B;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2962;381216;210052591314;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;438.0;450.2;455.1;519.0;1;1.0;160.0;200.0;120.0;180.0;140.0;800.0;C;F;C;E;2.0;F;A;B;C;B;A;B;A;B;A;B;A;A;C;A;B;C;A;B;B
2963;381398;210051980127;F;3;2;0;2;1.0;0;2109007.0;Porto Franco;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;572.7;574.2;611.3;659.4;1;1.0;160.0;120.0;120.0;160.0;140.0;700.0;H;G;B;D;4.0;E;A;B;C;A;C;B;B;B;B;B;A;A;B;A;A;D;A;B;B
2964;381441;210052649339;M;1;2;0;2;1.0;0;2110500.0;SÃ£o Bento;MA;2.0;1.0;1.0;SÃ£o Bento;21;1;1;1;1;445.2;465.1;469.3;403.4;0;1.0;80.0;120.0;100.0;80.0;160.0;540.0;F;F;E;D;3.0;D;A;C;B;B;B;B;B;B;A;B;A;A;B;A;B;D;A;C;B
2967;381697;210053550931;F;3;2;0;2;1.0;0;2112803.0;Viana;MA;2.0;1.0;1.0;Viana;21;1;1;1;1;417.4;436.6;320.8;367.9;1;1.0;100.0;120.0;100.0;120.0;80.0;520.0;D;D;A;B;6.0;A;A;B;D;A;A;B;B;A;A;A;A;A;B;A;B;C;A;A;B
2968;382234;210052662384;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;1.0;1.0;1.0;Santa Luzia;21;1;1;1;1;531.9;639.7;567.9;548.9;1;1.0;120.0;120.0;180.0;160.0;180.0;760.0;C;G;C;D;3.0;H;A;B;C;A;B;B;A;A;A;A;A;A;C;A;B;D;B;B;B
2969;382304;210051545000;M;1;2;0;2;1.0;0;2102903.0;Carutapera;MA;2.0;1.0;1.0;Carutapera;21;1;1;1;1;466.6;577.1;465.2;617.3;1;1.0;120.0;120.0;120.0;120.0;140.0;620.0;E;E;D;D;4.0;D;A;C;D;A;C;B;C;A;A;A;A;A;B;B;B;E;A;B;B
2970;382472;210053550213;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;583.5;644.8;621.9;551.0;1;1.0;120.0;120.0;120.0;140.0;180.0;680.0;E;E;B;D;3.0;D;A;B;B;A;A;B;A;A;A;A;A;A;B;A;B;C;A;A;B
