;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
872;139680;200004513336;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;635.9;708.1;664.8;759.2;0;1.0;180.0;180.0;200.0;200.0;200.0;960.0;E;E;B;D;4.0;H;A;C;E;B;A;B;C;A;A;B;A;A;C;A;B;E;A;C;B
873;139745;200002110524;M;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;575.7;623.1;553.5;646.6;1;1.0;160.0;200.0;160.0;200.0;200.0;920.0;B;A;B;A;5.0;G;A;C;C;A;B;B;A;B;A;B;A;A;B;A;A;E;A;A;B
874;139867;200002017419;F;3;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;449.3;374.4;513.0;461.3;1;1.0;160.0;180.0;160.0;140.0;180.0;820.0;E;E;E;F;5.0;F;D;C;D;C;A;C;B;A;A;C;A;B;D;A;A;E;A;C;B
875;139877;200005645054;M;3;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;4.0;Chapadinha;21;1;1;1;1;378.5;367.9;406.4;388.1;1;1.0;80.0;120.0;100.0;120.0;140.0;560.0;C;C;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;A
876;139882;200004417898;M;3;2;0;2;1.0;0;2113009.0;Vitorino Freire;MA;2.0;1.0;1.0;Vitorino Freire;21;1;1;1;1;413.0;545.1;472.9;340.8;1;1.0;120.0;120.0;140.0;140.0;180.0;700.0;C;D;C;B;4.0;C;A;C;D;A;C;B;A;A;A;B;A;A;D;A;A;D;A;A;B
877;139926;200001281161;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;425.7;521.7;393.2;454.6;1;1.0;60.0;40.0;40.0;60.0;40.0;240.0;E;C;F;F;5.0;B;A;B;C;B;A;B;B;B;A;A;A;A;A;A;A;C;A;A;A
878;140050;200004783556;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;342.3;443.5;467.3;656.8;0;1.0;160.0;120.0;140.0;160.0;140.0;720.0;E;E;F;D;3.0;G;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;A
879;140103;200002456888;M;3;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;1.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;592.7;611.0;595.2;614.3;1;1.0;120.0;120.0;120.0;120.0;120.0;600.0;E;F;A;B;4.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
880;140125;200001123474;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;578.0;544.9;513.6;655.5;1;1.0;160.0;200.0;160.0;180.0;180.0;880.0;F;F;D;D;3.0;K;A;D;C;B;A;C;C;B;B;B;A;B;D;B;B;D;A;B;B
882;140448;200004143519;F;2;2;0;2;1.0;0;2108207.0;Pedreiras;MA;1.0;1.0;1.0;Pedreiras;21;1;1;1;1;571.2;582.0;563.7;414.5;0;1.0;160.0;200.0;200.0;200.0;200.0;960.0;B;A;A;A;10.0;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
883;140556;200004289009;M;3;2;0;2;1.0;0;2109106.0;Presidente Dutra;MA;2.0;1.0;1.0;Presidente Dutra;21;1;1;1;1;422.2;449.5;441.5;462.7;1;1.0;80.0;120.0;80.0;120.0;40.0;440.0;A;A;A;A;4.0;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
884;140564;200006276507;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;650.8;662.5;598.9;749.9;0;1.0;160.0;200.0;160.0;200.0;200.0;920.0;F;F;F;F;4.0;I;A;E;D;C;A;B;B;B;A;B;A;B;D;A;B;E;B;C;B
886;140643;200004537542;F;2;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;456.9;585.0;563.3;528.3;0;1.0;120.0;40.0;40.0;120.0;40.0;360.0;H;C;C;B;2.0;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;C;A;A;B
887;140893;200001864126;F;3;2;0;2;1.0;0;2102556.0;Campestre do MaranhÃ£o;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;455.3;426.1;500.3;422.6;0;1.0;120.0;120.0;120.0;120.0;140.0;620.0;E;E;B;B;4.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
888;141367;200005967825;F;3;2;0;2;1.0;0;2112233.0;Trizidela do Vale;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;407.7;390.7;358.0;381.3;1;1.0;120.0;160.0;120.0;160.0;120.0;680.0;D;D;B;A;3.0;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
890;141485;200001543366;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;450.9;536.4;520.7;446.8;0;1.0;140.0;40.0;40.0;120.0;60.0;400.0;B;E;B;B;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
891;142331;200003633550;M;1;2;0;2;1.0;0;2100907.0;Araioses;MA;2.0;1.0;1.0;Araioses;21;1;1;1;1;499.1;567.6;599.1;579.3;0;1.0;140.0;160.0;120.0;100.0;80.0;600.0;G;D;D;F;4.0;G;A;C;E;B;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
892;142368;200002437633;M;3;2;0;2;1.0;0;2107803.0;Parnarama;MA;2.0;1.0;1.0;Parnarama;21;1;1;1;1;450.5;575.5;581.4;440.8;0;1.0;140.0;120.0;120.0;120.0;200.0;700.0;G;G;D;D;3.0;G;A;C;C;B;B;B;A;B;A;A;A;A;B;A;A;D;B;A;B
894;142738;200002665605;F;2;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;658.9;664.6;629.5;760.4;1;1.0;140.0;200.0;180.0;200.0;100.0;820.0;G;G;E;E;3.0;O;A;B;D;B;A;B;B;B;A;A;A;A;C;B;A;D;B;A;B
895;142776;200004417670;M;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;450.4;481.8;528.2;565.6;1;1.0;120.0;120.0;120.0;120.0;80.0;560.0;B;G;A;D;4.0;D;A;B;C;A;B;B;B;B;A;B;A;A;C;A;A;C;A;B;B
897;143224;200005546617;M;1;2;0;2;1.0;0;2108504.0;PindarÃ©-Mirim;MA;2.0;1.0;1.0;Pio XII;21;1;1;1;1;561.4;595.2;518.9;658.2;0;1.0;120.0;120.0;120.0;180.0;120.0;660.0;E;E;D;F;4.0;C;A;B;C;B;B;B;A;B;A;B;A;B;B;A;B;E;A;A;B
898;143250;200005151806;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;438.8;501.2;380.2;394.8;1;1.0;120.0;120.0;120.0;160.0;120.0;640.0;B;C;C;D;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
900;143392;200003107290;F;1;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;618.4;689.5;631.2;807.0;0;1.0;160.0;200.0;200.0;200.0;200.0;960.0;F;G;E;E;4.0;P;D;E;E;D;A;B;B;B;A;B;A;A;E;A;B;D;B;D;B
901;143469;200003173476;M;0;2;0;2;1.0;0;2110104.0;Santa QuitÃ©ria do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Bernardo;21;1;1;1;1;448.2;431.5;505.9;402.3;1;1.0;80.0;80.0;80.0;80.0;80.0;400.0;C;C;A;A;4.0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
903;143955;200004360742;M;3;2;0;2;1.0;0;2110104.0;Santa QuitÃ©ria do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Bernardo;21;1;1;1;1;390.3;382.8;361.6;463.5;1;1.0;120.0;140.0;120.0;120.0;120.0;620.0;B;B;A;A;3.0;A;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
904;144164;200003186166;F;3;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;383.6;482.4;514.2;382.2;1;1.0;140.0;200.0;120.0;160.0;200.0;820.0;B;B;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
905;144704;200003728937;F;3;2;0;2;1.0;0;2109601.0;RosÃ¡rio;MA;2.0;1.0;1.0;RosÃ¡rio;21;1;1;1;1;500.8;438.5;523.4;401.2;1;1.0;140.0;160.0;120.0;120.0;100.0;640.0;E;E;B;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
906;144742;200004189888;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;513.7;589.2;548.9;649.6;0;1.0;120.0;160.0;160.0;160.0;140.0;740.0;F;G;E;D;3.0;M;A;C;C;B;A;B;B;B;A;B;A;A;C;A;B;D;A;B;B
908;144936;200001197435;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;385.4;539.0;477.6;398.3;0;1.0;100.0;120.0;80.0;80.0;80.0;460.0;E;E;D;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
909;145031;200003881616;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;630.7;675.2;618.6;871.6;0;1.0;180.0;200.0;200.0;200.0;200.0;980.0;G;F;E;D;3.0;I;A;C;C;B;A;B;B;B;A;B;A;A;D;A;B;D;A;C;B
910;145103;200003612229;M;1;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;524.6;621.0;586.4;578.2;0;1.0;160.0;200.0;180.0;160.0;200.0;900.0;F;D;E;B;3.0;D;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;D;B;B;B
911;145173;200002413866;M;1;2;0;2;1.0;0;2106102.0;Loreto;MA;2.0;1.0;1.0;SÃ£o Raimundo das Mangabeiras;21;1;1;1;1;456.7;510.9;482.5;465.9;0;1.0;120.0;120.0;160.0;100.0;80.0;580.0;E;E;A;A;4.0;C;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
912;145311;200005874251;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;415.9;474.4;515.8;392.3;1;1.0;160.0;160.0;160.0;180.0;200.0;860.0;E;C;C;C;5.0;E;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;E;A;B;B
913;145637;200002908035;F;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;378.1;512.8;491.0;401.9;1;1.0;120.0;100.0;100.0;120.0;80.0;520.0;B;B;A;A;4.0;A;A;A;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
915;145970;200004584729;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;621.3;699.5;654.2;672.7;1;1.0;180.0;40.0;180.0;200.0;200.0;800.0;E;E;D;B;2.0;C;A;C;C;B;A;B;B;B;B;A;A;B;D;A;A;C;B;B;B
916;146044;200005242957;F;4;2;0;2;1.0;0;2104701.0;GraÃ§a Aranha;MA;2.0;1.0;1.0;Presidente Dutra;21;1;1;1;1;411.0;382.6;406.2;397.4;0;1.0;100.0;120.0;100.0;120.0;60.0;500.0;C;D;A;A;4.0;B;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;B;B
917;146073;200005216393;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;373.9;370.6;542.2;409.3;0;1.0;100.0;40.0;40.0;80.0;40.0;300.0;F;G;D;D;4.0;G;A;C;D;B;A;B;A;B;A;A;A;A;C;A;B;E;A;B;B
918;146160;200001983304;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;628.7;682.6;611.2;756.1;0;1.0;160.0;200.0;180.0;180.0;200.0;920.0;F;G;E;E;3.0;Q;D;E;E;D;A;D;C;B;B;B;B;B;E;A;B;E;B;E;B
919;146230;200003698223;F;1;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;427.2;367.5;465.9;484.9;1;1.0;160.0;200.0;180.0;180.0;160.0;880.0;E;E;B;B;5.0;C;A;B;D;A;C;B;A;B;A;A;A;A;B;A;B;D;A;B;B
920;146250;200004316524;F;3;2;0;2;1.0;0;2103901.0;Duque Bacelar;MA;2.0;1.0;1.0;Coelho Neto;21;1;1;1;1;402.9;441.9;347.1;424.5;0;1.0;100.0;40.0;40.0;80.0;40.0;300.0;B;B;A;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;B;D;A;A;B
921;146527;200001750579;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;581.1;649.6;663.4;696.0;0;1.0;160.0;140.0;140.0;160.0;120.0;720.0;G;G;D;D;5.0;P;A;E;D;C;A;B;B;B;A;B;B;B;C;B;B;E;B;D;B
922;146652;200006649513;M;4;2;0;2;1.0;0;2104107.0;Fortaleza dos Nogueiras;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;573.8;604.9;660.4;585.2;0;1.0;160.0;200.0;160.0;160.0;160.0;840.0;C;C;B;B;4.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;C;A;A;B
924;147187;200004380325;F;0;2;0;2;1.0;0;2108603.0;Pinheiro;MA;2.0;1.0;1.0;Pinheiro;21;1;1;1;1;342.2;528.5;464.9;395.6;1;1.0;120.0;140.0;120.0;120.0;140.0;640.0;C;C;A;A;4.0;A;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A;A;A;A
925;147456;200006641474;M;2;2;0;2;1.0;0;2101202.0;Bacabal;MA;1.0;1.0;1.0;Bacabal;21;1;1;1;1;452.3;533.2;465.1;548.2;1;1.0;100.0;120.0;120.0;120.0;100.0;560.0;E;D;A;A;6.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
926;147467;200002675329;M;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;480.5;556.1;567.0;513.9;1;1.0;120.0;80.0;80.0;120.0;40.0;440.0;E;G;D;D;5.0;D;A;B;C;A;C;B;A;B;A;B;A;A;B;B;A;D;A;B;B
927;147509;200002282978;M;3;2;0;2;1.0;0;2109452.0;Raposa;MA;2.0;1.0;1.0;Raposa;21;1;1;1;1;481.4;403.6;420.5;532.2;1;1.0;120.0;160.0;100.0;120.0;60.0;560.0;A;E;D;D;4.0;B;A;B;D;A;A;B;B;B;A;A;A;A;B;A;A;E;A;A;B
928;147574;200004773720;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;443.2;579.1;568.3;507.6;0;1.0;100.0;160.0;140.0;120.0;120.0;640.0;D;E;C;B;4.0;B;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
930;148041;200003604665;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;494.4;529.9;557.3;576.9;0;1.0;100.0;120.0;120.0;100.0;60.0;500.0;F;D;B;D;7.0;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;B;E;A;B;B
931;148236;200001845230;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;524.2;540.8;581.3;580.1;0;1.0;160.0;40.0;40.0;160.0;40.0;440.0;H;H;F;F;6.0;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A
932;148682;200003538882;M;3;2;0;2;1.0;0;2101608.0;Barra do Corda;MA;1.0;1.0;1.0;Barra do Corda;21;1;1;1;1;431.5;381.3;473.2;493.6;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;E;E;B;F;5.0;B;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;D;A;A;B
933;148695;200002339551;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;382.4;513.9;521.2;614.1;1;1.0;80.0;40.0;40.0;80.0;20.0;260.0;C;E;A;A;5.0;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;E;A;A;B
934;148769;200001971541;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;435.8;620.1;619.7;486.0;1;1.0;160.0;140.0;140.0;160.0;180.0;780.0;B;E;D;D;4.0;B;A;B;C;A;B;A;B;A;A;A;A;A;B;B;A;D;A;A;B
935;148853;200005684326;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;1.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;435.8;520.1;480.0;344.9;1;1.0;100.0;120.0;120.0;100.0;80.0;520.0;H;H;A;A;4.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
937;149217;200005206255;M;1;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;432.6;529.7;486.5;459.7;1;1.0;120.0;160.0;120.0;120.0;140.0;660.0;B;B;A;A;6.0;A;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A
939;149260;200006360093;F;3;2;0;2;0.0;0;2113009.0;Vitorino Freire;MA;2.0;1.0;1.0;Vitorino Freire;21;1;1;1;1;427.5;399.7;379.2;350.4;1;1.0;100.0;120.0;120.0;100.0;120.0;560.0;A;A;F;A;6.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
941;149452;200005005327;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;533.5;491.6;520.3;454.2;1;1.0;140.0;120.0;140.0;120.0;80.0;600.0;H;E;C;B;3.0;B;A;C;D;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;B
942;149560;200006394109;M;3;2;0;2;1.0;0;2111102.0;SÃ£o JoÃ£o dos Patos;MA;1.0;1.0;1.0;SÃ£o JoÃ£o dos Patos;21;1;1;1;1;468.5;449.4;476.7;639.6;1;1.0;140.0;180.0;140.0;160.0;200.0;820.0;D;D;C;B;4.0;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
944;149613;200002619377;M;3;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;475.8;535.1;554.3;518.1;1;1.0;120.0;120.0;120.0;120.0;100.0;580.0;D;F;C;B;4.0;B;A;D;D;B;A;B;B;B;B;A;A;A;B;A;A;D;A;A;B
945;149689;200005076919;M;3;2;0;2;1.0;0;2109056.0;Porto Rico do MaranhÃ£o;MA;2.0;1.0;1.0;Mirinzal;21;1;1;1;1;520.1;512.0;588.3;455.6;1;1.0;120.0;180.0;120.0;120.0;120.0;660.0;G;E;D;F;6.0;E;A;B;C;A;B;B;A;A;A;A;A;A;B;A;B;D;A;A;B
946;149938;200001065766;M;4;2;0;2;1.0;0;2105203.0;IgarapÃ© Grande;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;420.1;363.2;466.8;428.2;1;1.0;80.0;100.0;80.0;80.0;60.0;400.0;A;G;A;A;4.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
947;150006;200001920173;F;3;2;0;2;1.0;0;2101103.0;AxixÃ¡;MA;2.0;2.0;1.0;Icatu;21;1;1;1;1;496.8;512.4;492.9;416.4;1;1.0;120.0;120.0;120.0;120.0;120.0;600.0;D;E;A;D;5.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
948;150059;200004137705;F;2;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;568.0;601.6;609.6;617.5;0;1.0;160.0;180.0;160.0;200.0;200.0;900.0;F;F;D;D;6.0;P;A;C;D;B;A;C;A;B;A;B;A;A;C;B;A;E;A;B;B
950;150522;200003500186;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;574.0;637.0;594.8;643.6;0;1.0;160.0;200.0;160.0;160.0;180.0;860.0;B;C;C;C;4.0;F;A;C;D;A;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
952;150637;200004078700;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;597.0;589.8;515.2;771.6;0;1.0;160.0;200.0;200.0;200.0;200.0;960.0;G;G;E;E;3.0;O;A;C;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
953;151192;200004026755;F;3;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;563.3;605.3;527.4;627.7;1;1.0;180.0;200.0;200.0;180.0;200.0;960.0;F;F;B;B;2.0;F;A;B;C;A;A;B;B;B;A;B;A;A;C;B;A;C;A;A;B
954;151208;200006622432;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;426.9;487.2;606.0;427.4;0;1.0;120.0;100.0;120.0;120.0;120.0;580.0;H;E;F;D;3.0;C;A;D;D;B;A;C;A;A;A;A;A;A;D;A;B;D;B;C;B
955;151486;200004301259;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;634.9;685.9;641.6;769.7;0;1.0;160.0;200.0;200.0;200.0;180.0;940.0;G;G;E;D;4.0;H;B;D;D;C;A;B;B;B;A;B;A;A;D;A;B;E;B;D;B
956;151518;200002324186;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;510.2;534.0;556.7;574.0;0;1.0;140.0;160.0;160.0;180.0;120.0;760.0;C;E;D;D;4.0;I;A;D;C;B;A;B;B;B;A;B;A;B;C;A;B;E;A;B;B
957;151618;200003541310;M;3;2;0;2;1.0;0;2108603.0;Pinheiro;MA;2.0;1.0;1.0;Pinheiro;21;1;1;1;1;549.5;355.4;503.2;422.3;0;1.0;80.0;120.0;100.0;100.0;120.0;520.0;B;E;B;B;4.0;B;A;B;C;A;B;B;B;A;A;A;A;A;B;B;A;D;A;A;B
959;152004;200005235169;M;2;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;470.2;413.3;435.8;334.6;1;1.0;100.0;100.0;80.0;80.0;0.0;360.0;C;C;F;B;2.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
960;152042;200003480820;F;3;2;0;2;1.0;0;2112308.0;Tuntum;MA;2.0;1.0;1.0;Tuntum;21;1;1;1;1;440.5;423.8;546.2;470.5;1;1.0;160.0;120.0;120.0;120.0;0.0;520.0;C;B;A;B;4.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
961;152553;200005564589;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;633.2;652.6;608.7;624.6;0;1.0;160.0;200.0;200.0;200.0;140.0;900.0;E;G;D;D;6.0;I;A;D;D;C;A;B;C;B;A;A;A;B;D;A;A;E;A;C;B
962;152633;200002159802;M;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;488.1;365.8;413.1;487.8;0;1.0;160.0;200.0;200.0;180.0;180.0;920.0;E;D;B;B;5.0;B;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;E;A;A;B
963;152636;200005564081;M;3;2;0;2;1.0;0;2106706.0;Mirador;MA;2.0;2.0;1.0;Colinas;21;1;1;1;1;475.4;472.3;485.3;396.1;1;1.0;120.0;120.0;120.0;100.0;80.0;540.0;H;D;F;A;3.0;A;A;B;D;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
964;152722;200006245030;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;520.1;364.1;398.4;365.7;0;1.0;160.0;200.0;160.0;200.0;200.0;920.0;C;C;B;B;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
965;152930;200001075498;F;3;2;0;2;1.0;0;2105500.0;JoÃ£o Lisboa;MA;2.0;1.0;1.0;JoÃ£o Lisboa;21;1;1;1;1;455.2;360.2;536.0;456.8;1;1.0;100.0;120.0;120.0;100.0;80.0;520.0;B;C;D;A;3.0;E;A;C;D;C;A;B;C;A;A;A;A;A;B;B;A;D;A;B;B
