;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
13852;2765179;200002475276;M;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;578.7;555.9;562.7;584.7;0;1.0;140.0;160.0;160.0;160.0;120.0;740.0;E;F;D;D;4.0;D;A;C;C;B;B;B;B;B;A;B;A;A;B;A;A;D;B;C;B
13853;2765394;200001602014;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;485.7;494.4;561.2;380.4;0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;E;E;B;D;4.0;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;B;B;B;B
13858;2765904;200004020347;M;3;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;393.4;356.8;346.9;348.9;1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;C;D;B;B;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13859;2766171;200006586926;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;669.8;700.9;631.7;767.6;0;1.0;160.0;200.0;180.0;200.0;140.0;880.0;G;F;E;E;5.0;O;B;E;E;D;A;B;B;B;A;B;A;B;D;A;B;E;B;E;B
13861;2767105;200005081967;M;3;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;1.0;1.0;TutÃ³ia;21;1;1;1;1;511.6;398.2;447.6;563.2;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;C;E;B;B;6.0;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;B;C;A;A;A
13863;2767522;200003711711;M;3;2;0;2;1.0;0;2109452.0;Raposa;MA;2.0;1.0;1.0;Raposa;21;1;1;1;1;489.1;509.8;536.9;393.3;0;1.0;120.0;120.0;120.0;120.0;40.0;520.0;B;B;B;B;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13864;2767672;200001417199;F;0;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;569.5;582.3;554.6;487.5;0;1.0;160.0;200.0;160.0;160.0;140.0;820.0;G;E;D;A;4.0;I;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;B;B
13865;2767685;200005125786;F;4;2;0;2;0.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;376.8;477.3;515.7;344.3;0;1.0;120.0;80.0;120.0;100.0;60.0;480.0;B;B;A;A;7.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
13866;2767943;200005412742;M;2;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;464.2;414.6;346.9;377.6;1;1.0;60.0;60.0;80.0;100.0;20.0;320.0;A;B;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
13868;2768330;200005429670;M;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;553.5;512.6;575.8;629.7;0;1.0;120.0;140.0;120.0;120.0;80.0;580.0;D;F;D;C;5.0;G;A;D;D;A;A;B;B;A;A;A;A;A;B;A;A;E;A;B;B
13870;2768470;200004825908;M;3;2;0;3;1.0;0;2101400.0;Balsas;MA;4.0;1.0;1.0;Balsas;21;1;1;1;1;492.5;449.7;404.3;594.8;0;1.0;100.0;160.0;120.0;140.0;60.0;580.0;E;E;D;C;4.0;F;A;C;D;B;B;B;A;B;B;B;A;A;D;A;A;E;A;A;B
13871;2768487;200002190630;F;3;2;0;2;1.0;0;2110302.0;Santo AntÃ´nio dos Lopes;MA;2.0;1.0;1.0;Dom Pedro;21;1;1;1;1;520.0;446.3;492.6;345.8;0;1.0;80.0;120.0;80.0;120.0;40.0;440.0;H;F;F;A;2.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;B;A
13872;2768903;200003437775;M;1;2;0;2;1.0;0;2105427.0;Itinga do MaranhÃ£o;MA;2.0;1.0;1.0;Itinga do MaranhÃ£o;21;1;1;1;1;386.7;486.9;498.1;475.2;0;1.0;140.0;160.0;120.0;140.0;120.0;680.0;H;H;F;F;4.0;C;A;C;D;A;B;B;B;A;A;A;A;A;B;A;A;E;A;A;B
13873;2769281;200005458164;F;3;2;0;2;1.0;0;2111102.0;SÃ£o JoÃ£o dos Patos;MA;1.0;1.0;1.0;SÃ£o JoÃ£o dos Patos;21;1;1;1;1;373.0;331.3;457.7;462.1;1;1.0;120.0;120.0;120.0;120.0;140.0;620.0;B;E;A;A;4.0;C;A;C;D;B;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
13874;2769478;200006393645;M;3;2;0;2;1.0;0;2110401.0;SÃ£o Benedito do Rio Preto;MA;2.0;1.0;1.0;Urbano Santos;21;1;1;1;1;398.7;339.3;470.3;448.9;1;1.0;80.0;120.0;120.0;100.0;100.0;520.0;H;C;B;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
13875;2769485;200002971463;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;420.2;479.2;498.1;351.3;1;1.0;140.0;120.0;120.0;120.0;80.0;580.0;E;E;B;B;4.0;B;A;C;C;A;A;B;B;B;A;B;A;A;D;A;A;D;A;A;B
13877;2769740;200004683955;M;3;2;0;2;1.0;0;2100501.0;Alto ParnaÃ­ba;MA;2.0;1.0;1.0;Corrente;22;1;1;1;1;345.8;489.1;391.2;387.5;1;1.0;100.0;40.0;40.0;120.0;40.0;340.0;D;C;B;B;6.0;C;A;C;D;A;B;B;A;A;A;B;A;A;C;A;B;C;A;B;B
13878;2770161;200003294889;F;3;2;0;2;1.0;0;2100204.0;AlcÃ¢ntara;MA;1.0;1.0;1.0;AlcÃ¢ntara;21;1;1;1;1;426.8;530.5;490.8;437.7;1;1.0;140.0;120.0;140.0;160.0;160.0;720.0;F;F;B;B;5.0;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
13879;2770215;200004264337;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;1.0;1.0;1.0;Imperatriz;21;1;1;1;1;487.1;541.1;584.5;544.5;0;1.0;120.0;160.0;120.0;120.0;120.0;640.0;E;F;C;D;5.0;B;A;B;C;B;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A
13880;2770248;200003152564;F;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;453.5;557.1;571.2;531.6;0;1.0;160.0;200.0;160.0;160.0;160.0;840.0;E;E;D;A;5.0;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;A
13881;2770279;200001895452;M;3;2;0;2;1.0;0;2109809.0;Santa Helena;MA;2.0;1.0;1.0;Santa Helena;21;1;1;1;1;481.3;460.2;498.4;368.3;1;1.0;100.0;80.0;60.0;60.0;20.0;320.0;B;E;A;A;5.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;A
13882;2771252;200004861033;F;1;2;0;2;1.0;0;2108504.0;PindarÃ©-Mirim;MA;2.0;1.0;1.0;PindarÃ©-Mirim;21;1;1;1;1;410.3;370.5;376.5;392.4;1;4.0;0.0;0.0;0.0;0.0;0.0;0.0;C;E;B;B;2.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13884;2771394;200002064899;F;3;2;0;2;1.0;0;2103000.0;Caxias;MA;1.0;2.0;1.0;Caxias;21;1;1;1;1;446.5;398.1;521.7;448.4;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;C;E;B;F;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
13885;2771407;200003138504;M;3;2;0;2;1.0;0;2110039.0;Santa Luzia do ParuÃ¡;MA;2.0;1.0;1.0;Santa Luzia do ParuÃ¡;21;1;1;1;1;393.9;499.3;476.7;465.4;1;1.0;100.0;120.0;120.0;100.0;120.0;560.0;B;E;A;A;2.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
13886;2771440;200003121837;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;486.3;537.7;415.5;500.2;1;1.0;100.0;120.0;100.0;120.0;0.0;440.0;E;E;C;D;5.0;C;A;C;D;B;A;B;A;A;A;A;A;A;C;B;A;D;A;B;B
13888;2771788;200002383877;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;448.9;570.4;488.6;629.8;0;1.0;120.0;40.0;40.0;120.0;40.0;360.0;E;E;D;D;4.0;D;A;B;B;A;A;B;B;A;A;A;A;A;B;A;B;D;B;A;B
13889;2772126;200005475385;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;386.3;358.2;430.3;466.6;1;1.0;120.0;120.0;120.0;120.0;40.0;520.0;B;C;B;B;3.0;B;A;C;D;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A
13890;2772139;200003670966;F;3;2;0;2;1.0;0;2106409.0;Mata Roma;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;404.5;382.2;408.7;374.5;0;1.0;160.0;120.0;140.0;120.0;100.0;640.0;E;D;F;F;4.0;C;A;B;D;B;C;B;A;A;A;A;A;A;B;B;A;E;A;C;B
13893;2773491;200004433717;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;408.6;379.0;451.0;400.7;1;1.0;80.0;120.0;100.0;80.0;0.0;380.0;B;D;C;C;4.0;D;A;B;A;A;B;B;A;A;A;A;A;A;B;A;A;E;A;A;B
13894;2773530;200005151773;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;434.5;523.9;511.2;586.7;1;1.0;80.0;120.0;100.0;80.0;0.0;380.0;C;C;C;B;3.0;A;A;A;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13895;2773887;200002595174;F;1;2;0;2;1.0;0;2104107.0;Fortaleza dos Nogueiras;MA;2.0;1.0;1.0;Formosa da Serra Negra;21;1;1;1;1;528.6;360.2;354.2;416.5;1;1.0;100.0;120.0;140.0;120.0;160.0;640.0;A;B;A;A;4.0;A;A;B;D;A;B;B;B;A;A;A;A;A;B;A;A;D;A;B;B
13896;2774291;200003716396;F;3;2;0;2;1.0;0;2101707.0;Barreirinhas;MA;2.0;1.0;1.0;Barreirinhas;21;1;1;1;1;427.9;463.0;546.2;379.4;1;1.0;100.0;120.0;120.0;120.0;120.0;580.0;E;C;B;B;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
13897;2774455;200005226258;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;428.4;463.4;466.0;338.8;1;1.0;120.0;120.0;120.0;120.0;60.0;540.0;H;F;F;F;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13899;2775323;200001488283;M;3;2;0;2;1.0;0;2112407.0;TuriaÃ§u;MA;2.0;1.0;1.0;TuriaÃ§u;21;1;1;1;1;563.3;561.2;575.5;579.3;1;1.0;100.0;120.0;100.0;120.0;40.0;480.0;B;E;A;A;6.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;B;C;A;A;A
13900;2775757;200006409479;F;3;2;0;2;1.0;0;2114007.0;ZÃ© Doca;MA;1.0;1.0;1.0;ZÃ© Doca;21;1;1;1;1;530.1;447.3;574.4;431.8;1;1.0;100.0;120.0;80.0;120.0;0.0;420.0;E;E;D;D;3.0;C;A;C;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;A
13901;2775963;200002013291;M;3;2;0;2;1.0;0;2100907.0;Araioses;MA;1.0;1.0;1.0;Araioses;21;1;1;1;1;616.4;705.5;621.3;773.9;0;1.0;160.0;200.0;160.0;200.0;120.0;840.0;H;G;F;D;5.0;G;A;C;D;B;B;B;B;B;A;B;A;A;A;A;A;E;A;B;B
13902;2776176;200003871499;M;1;2;0;2;1.0;0;2103406.0;Coelho Neto;MA;1.0;1.0;1.0;Coelho Neto;21;1;1;1;1;506.2;578.6;539.3;706.1;0;1.0;140.0;40.0;40.0;140.0;40.0;400.0;F;F;F;D;3.0;F;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13903;2776253;200002583355;F;1;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;2.0;2.0;Caxias;21;1;1;1;1;564.6;489.0;537.7;403.2;0;1.0;160.0;200.0;180.0;180.0;140.0;860.0;D;E;D;D;3.0;M;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;E;B;B;B
13905;2776746;200006271965;F;3;2;0;3;1.0;0;2109908.0;Santa InÃªs;MA;4.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;563.9;354.6;544.6;540.4;1;1.0;120.0;180.0;160.0;180.0;200.0;840.0;F;E;D;B;4.0;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13907;2777198;200002949890;M;2;2;0;2;1.0;0;2110609.0;SÃ£o Bernardo;MA;2.0;1.0;1.0;SÃ£o Bernardo;21;1;1;1;1;419.5;372.4;504.1;378.9;1;1.0;100.0;60.0;40.0;100.0;0.0;300.0;A;B;F;B;7.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13908;2777202;200004383240;F;3;2;0;2;0.0;0;2110005.0;Santa Luzia;MA;2.0;1.0;1.0;Santa Luzia;21;1;1;1;1;386.2;390.5;390.6;387.2;1;1.0;120.0;120.0;100.0;100.0;40.0;480.0;H;E;F;A;5.0;A;A;B;D;A;A;B;B;A;A;A;A;A;A;A;A;E;A;A;B
13909;2777287;200004777160;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;438.1;551.4;564.5;569.9;1;1.0;120.0;120.0;120.0;100.0;80.0;540.0;C;C;C;B;3.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
13911;2777444;200001546955;M;1;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;593.5;600.5;601.6;706.8;0;1.0;160.0;160.0;160.0;160.0;160.0;800.0;C;E;D;C;4.0;D;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;C;A;B;B
13912;2778393;200003866274;M;3;2;0;2;1.0;0;2101608.0;Barra do Corda;MA;2.0;1.0;1.0;Barra do Corda;21;1;1;1;1;372.2;383.9;441.9;335.7;1;1.0;100.0;120.0;100.0;100.0;80.0;500.0;B;D;A;A;6.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
13913;2778884;200003353574;F;3;2;0;2;1.0;0;2101806.0;Benedito Leite;MA;2.0;1.0;1.0;UruÃ§uÃ­;22;1;1;1;1;382.7;0.0;437.4;327.1;1;4.0;0.0;0.0;0.0;0.0;0.0;0.0;B;D;B;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
13916;2779757;200004098175;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;435.9;359.9;328.4;460.8;0;1.0;80.0;80.0;60.0;100.0;20.0;340.0;E;E;A;B;6.0;A;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;B;A;A;B
13918;2779915;200005160255;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;375.7;430.5;376.1;449.6;0;1.0;100.0;120.0;100.0;80.0;0.0;400.0;D;D;A;A;5.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;A;A;A;A
13919;2780953;200003836190;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;451.3;539.6;458.1;484.8;1;1.0;160.0;200.0;180.0;180.0;160.0;880.0;E;E;C;C;4.0;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
13921;2781975;200006810005;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;397.8;390.0;502.0;372.6;1;1.0;140.0;120.0;120.0;120.0;100.0;600.0;E;E;D;D;6.0;E;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;E;A;A;B
13922;2782372;200005691533;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;403.8;430.4;367.2;530.4;1;1.0;100.0;120.0;80.0;80.0;0.0;380.0;C;C;C;C;11.0;B;D;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;A
13926;2783107;200002008143;F;3;2;0;2;1.0;0;2109452.0;Raposa;MA;2.0;1.0;1.0;Raposa;21;1;1;1;1;413.5;411.5;390.8;381.0;1;1.0;60.0;120.0;100.0;80.0;80.0;440.0;D;E;B;B;5.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
13927;2783415;200001578070;M;3;2;0;2;1.0;0;2110104.0;Santa QuitÃ©ria do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Bernardo;21;1;1;1;1;410.0;537.6;436.7;418.1;1;1.0;80.0;160.0;80.0;100.0;100.0;520.0;E;E;A;A;4.0;B;A;C;C;A;B;B;B;A;A;B;A;A;B;A;A;C;A;A;A
13928;2783447;200001964201;M;3;2;0;2;1.0;0;2101251.0;Bacabeira;MA;2.0;1.0;1.0;RosÃ¡rio;21;1;1;1;1;589.2;647.7;625.8;775.6;1;1.0;120.0;180.0;160.0;120.0;100.0;680.0;C;C;C;A;4.0;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
13929;2783470;200005132986;M;3;2;0;2;1.0;0;2112605.0;Urbano Santos;MA;4.0;1.0;1.0;Urbano Santos;21;1;1;1;1;489.0;361.1;381.3;590.2;1;1.0;100.0;160.0;120.0;180.0;120.0;680.0;A;D;A;A;4.0;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;B;B
13930;2783782;200006659103;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;424.7;535.3;508.5;676.4;1;1.0;160.0;160.0;160.0;160.0;160.0;800.0;B;E;A;B;4.0;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
13931;2783815;200005365186;F;3;2;0;2;1.0;0;2106607.0;MatÃµes;MA;2.0;1.0;4.0;Caxias;21;1;1;1;1;410.4;401.5;370.2;391.1;0;1.0;80.0;40.0;40.0;60.0;0.0;220.0;A;A;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13933;2783900;200006832494;M;1;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;555.3;566.5;538.5;475.7;0;1.0;120.0;160.0;120.0;120.0;140.0;660.0;H;G;F;D;2.0;G;A;C;C;A;B;B;A;B;B;A;A;A;B;A;A;C;A;B;B
13935;2785304;200004318707;M;2;2;0;2;1.0;0;2108603.0;Pinheiro;MA;3.0;1.0;1.0;Pinheiro;21;1;1;1;1;434.7;406.9;412.0;378.3;1;1.0;120.0;140.0;120.0;120.0;60.0;560.0;E;E;B;B;4.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
13936;2785377;200005523311;F;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;2.0;1.0;1.0;CodÃ³;21;1;1;1;1;414.3;372.6;447.9;337.7;1;1.0;100.0;40.0;40.0;120.0;40.0;340.0;E;E;B;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
13937;2785910;200004604992;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;2.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;444.4;508.7;526.6;525.2;1;1.0;120.0;120.0;120.0;120.0;120.0;600.0;E;E;C;B;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
13939;2785990;200002906134;F;2;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;350.7;337.8;471.1;389.9;0;1.0;60.0;120.0;80.0;80.0;60.0;400.0;C;E;A;B;4.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13940;2786025;200001408268;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;613.3;655.0;528.1;477.3;0;1.0;140.0;160.0;160.0;140.0;140.0;740.0;E;G;D;E;3.0;J;B;C;D;C;A;C;A;B;A;B;A;A;B;A;B;D;B;B;B
13941;2786476;200006454377;M;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;586.8;580.7;554.6;554.9;0;1.0;160.0;180.0;160.0;160.0;160.0;820.0;B;E;D;D;6.0;D;A;C;D;B;B;B;A;B;A;A;A;A;B;A;A;E;A;A;B
13942;2786679;200004615707;F;3;2;0;2;1.0;0;2106409.0;Mata Roma;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;400.0;428.6;363.2;352.0;1;6.0;0.0;0.0;0.0;0.0;0.0;0.0;B;B;A;A;7.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13943;2786845;200002794821;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;431.4;453.5;468.1;516.0;1;1.0;120.0;120.0;100.0;100.0;80.0;520.0;G;E;D;D;4.0;J;A;E;E;B;B;B;B;B;B;B;A;A;D;A;A;D;A;B;B
13944;2786900;200003409362;F;3;2;0;2;1.0;0;2105922.0;Lagoa do Mato;MA;2.0;1.0;1.0;Buriti Bravo;21;1;1;1;1;434.4;416.9;467.5;398.3;1;1.0;80.0;120.0;100.0;80.0;0.0;380.0;B;E;A;A;4.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
13945;2787161;200001981956;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;478.1;374.6;505.1;444.0;0;1.0;100.0;200.0;180.0;160.0;200.0;840.0;D;G;C;D;3.0;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
13947;2787399;200002851101;F;4;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;486.4;447.1;438.2;394.2;0;1.0;120.0;120.0;80.0;80.0;80.0;480.0;B;E;A;B;5.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
13949;2787836;200002606587;F;3;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;455.1;495.2;470.5;397.2;0;1.0;160.0;160.0;120.0;120.0;60.0;620.0;E;E;B;B;4.0;A;A;B;C;B;A;B;A;A;A;A;A;A;B;B;A;C;A;B;A
13950;2788018;200006212590;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;389.1;411.8;498.7;421.6;1;1.0;100.0;140.0;120.0;120.0;100.0;580.0;D;E;C;B;4.0;B;A;B;B;A;A;B;B;A;A;A;A;A;B;B;A;D;A;A;A
